in s,C1 in V
3.016577E-02,4.752E-01
3.016628E-02,4.752E-01
3.016678E-02,4.752E-01
3.016729E-02,4.752E-01
3.016780E-02,4.752E-01
3.016830E-02,5.045E-01
3.016881E-02,4.947E-01
3.016931E-02,4.850E-01
3.016982E-02,5.045E-01
3.017032E-02,4.850E-01
3.017083E-02,4.752E-01
3.017133E-02,4.654E-01
3.017184E-02,4.654E-01
3.017235E-02,4.557E-01
3.017285E-02,4.459E-01
3.017336E-02,4.752E-01
3.017386E-02,4.752E-01
3.017437E-02,4.752E-01
3.017487E-02,5.045E-01
3.017538E-02,4.850E-01
3.017588E-02,4.752E-01
3.017639E-02,4.459E-01
3.017690E-02,4.752E-01
3.017740E-02,4.459E-01
3.017791E-02,4.654E-01
3.017841E-02,4.459E-01
3.017892E-02,4.654E-01
3.017942E-02,4.459E-01
3.017993E-02,4.752E-01
3.018044E-02,5.045E-01
3.018094E-02,4.752E-01
3.018145E-02,4.752E-01
3.018195E-02,4.654E-01
3.018246E-02,4.850E-01
3.018296E-02,4.752E-01
3.018347E-02,4.752E-01
3.018397E-02,4.557E-01
3.018448E-02,4.557E-01
3.018499E-02,4.752E-01
3.018549E-02,4.947E-01
3.018600E-02,4.654E-01
3.018650E-02,4.752E-01
3.018701E-02,4.947E-01
3.018751E-02,4.752E-01
3.018802E-02,4.752E-01
3.018852E-02,4.459E-01
3.018903E-02,4.752E-01
3.018954E-02,4.850E-01
3.019004E-02,4.850E-01
3.019055E-02,4.850E-01
3.019105E-02,4.752E-01
3.019156E-02,4.947E-01
3.019206E-02,4.752E-01
3.019257E-02,4.752E-01
3.019308E-02,4.947E-01
3.019358E-02,4.752E-01
3.019409E-02,4.850E-01
3.019459E-02,4.850E-01
3.019510E-02,4.752E-01
3.019560E-02,5.045E-01
3.019611E-02,4.947E-01
3.019661E-02,4.752E-01
3.019712E-02,4.557E-01
3.019763E-02,5.045E-01
3.019813E-02,4.752E-01
3.019864E-02,4.752E-01
3.019914E-02,4.752E-01
3.019965E-02,4.850E-01
3.020015E-02,4.752E-01
3.020066E-02,4.850E-01
3.020116E-02,4.752E-01
3.020167E-02,4.947E-01
3.020218E-02,4.947E-01
3.020268E-02,4.752E-01
3.020319E-02,5.338E-01
3.020369E-02,5.240E-01
3.020420E-02,4.850E-01
3.020470E-02,5.045E-01
